forum,post_type,username,original_title,original_post,post_url,LLM_inferred_question,cluster,cluster_label,date_posted,umap_1,umap_2,umap_3,llm_cluster_name
womb,Question,SunflowerSeed2,Pre-operative assessment for Hysteroectomy,"
Hi,
My mum has been diagnosed with endometrial cancer in August. Things seem to have been moving quickly and have been given a date for laparoscopic surgery in a couple of weeks. She has been asked to attend for an exercise test as part of the pre-operative assessment but is worried as her fitness levels aren’t great, given she has an underlying lung condition which she takes steroids for and a raised BMI. She’s concerned they simply will not operate on her if she fails it so I was wondering if anyone has had any experience with this? I understand the tests are needed to check if her body is at risk of serious complications and the best anaesthetic approach for her. But what exactly does it entail?
Thanks in advance x
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226371/pre-operative-assessment-for-hysteroectomy,Does failing the exercise test mean the surgery won't go ahead?,0,"surgery, hysterectomy, recovery, hospital, advice, experience, long, op, time, expect, stay",2021-10-05T12:48:08.563Z,6.3118687,1.944639,3.340839,"Hysterectomy Recovery  
"
womb,Question,SunflowerSeed2,Pre-operative assessment for Hysteroectomy,"
Hi,
My mum has been diagnosed with endometrial cancer in August. Things seem to have been moving quickly and have been given a date for laparoscopic surgery in a couple of weeks. She has been asked to attend for an exercise test as part of the pre-operative assessment but is worried as her fitness levels aren’t great, given she has an underlying lung condition which she takes steroids for and a raised BMI. She’s concerned they simply will not operate on her if she fails it so I was wondering if anyone has had any experience with this? I understand the tests are needed to check if her body is at risk of serious complications and the best anaesthetic approach for her. But what exactly does it entail?
Thanks in advance x
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226371/pre-operative-assessment-for-hysteroectomy,Experience with the exercise test and underlying lung condition,0,"surgery, hysterectomy, recovery, hospital, advice, experience, long, op, time, expect, stay",2021-10-05T12:48:08.563Z,6.2102237,1.8994625,3.4011207,"Hysterectomy Recovery  
"
womb,Question,Bonnie B,After effects - bloating - magnesium side effect?,"
Hi
I haven’t been on to chat since my chemo stopped after three sessions due to side effects requiring me to be admitted to cancer unit twice after two sessions and in for a day after one session. I thought things would settle down. My oncologist said chemo was precautionary as was proposed radiotherapy which he decided we shouldn’t do because of my IBS. So I had my laparoscopic hysterectomy in March.  I am happy to be seeing him for check ups. The first being tomorrow.  
while getting back to normal I had regular breast screening where they picked up a 14mm tumour. Thankfully not connected to my endometrial cancer. However two weeks ago I had a lumpectomy and go for pathology results on 8th Nov. I’m hoping since it was so small nothing more will be needed. 
My IBS has been giving me a lot of problems - I think possibly due to magnesium supplement I am on because my levels went down while on chemo. I have stomach cramps, need to ‘go’ several times on waking and abdomen feels distended. I will ask if it is magnesium when I see him tomorrow, but wonder if anyone else has had same effect?
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/227985/after-effects---bloating---magnesium-side-effect,Advice on IBS side effects from magnesium supplements,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-11-02T09:30:50.383Z,3.7699704,2.9920232,2.4451418,"Treatment Side Effects  
"
womb,Question,Katl1,First chemo,"
Hi ladies
I had my first chemo a week ago and it has not been an easy road. First day and a half I felt fine then the pain kicked in followed by nausea, constipation, exhaustion and numbness in my fingers and toes. The pain is absolutely excruciating but is def getting better and now I have diarrhoea. I’m exhausted and emotionally drained and beginning to wonder if I can do this another five times. I hate to sound like a wimp and I have always been a get on with it type of person but this is a whole different ball game.  I was expecting side effects but all mine seem to be extreme. I’m wondering if anyone else has experienced this and if they did what happened treatment wise etc and did the side effects improve any? I was told side effects would get worse with every treatment so now I’m worried about what’s still to come. Don’t want to alarm anyone waiting to start treatment as their journey will probably be different to mine
Thank
Kate xx
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/225601/first-chemo,"Experiences with extreme chemo side effects (pain, nausea, constipation, exhaustion, numbness, diarrhea)",3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-09-22T10:23:28.270Z,3.119792,2.396256,2.5126243,"Treatment Side Effects  
"
womb,Question,Katl1,First chemo,"
Hi ladies
I had my first chemo a week ago and it has not been an easy road. First day and a half I felt fine then the pain kicked in followed by nausea, constipation, exhaustion and numbness in my fingers and toes. The pain is absolutely excruciating but is def getting better and now I have diarrhoea. I’m exhausted and emotionally drained and beginning to wonder if I can do this another five times. I hate to sound like a wimp and I have always been a get on with it type of person but this is a whole different ball game.  I was expecting side effects but all mine seem to be extreme. I’m wondering if anyone else has experienced this and if they did what happened treatment wise etc and did the side effects improve any? I was told side effects would get worse with every treatment so now I’m worried about what’s still to come. Don’t want to alarm anyone waiting to start treatment as their journey will probably be different to mine
Thank
Kate xx
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/225601/first-chemo,Treatment for severe side effects,8,"treatment, advice, support, options, anxiety, coping, plan, cancer, life, diagnosis, fear",2021-09-22T10:23:28.270Z,4.384454,1.075736,3.3901823,"Treatment & Coping  
"
womb,Question,Katl1,First chemo,"
Hi ladies
I had my first chemo a week ago and it has not been an easy road. First day and a half I felt fine then the pain kicked in followed by nausea, constipation, exhaustion and numbness in my fingers and toes. The pain is absolutely excruciating but is def getting better and now I have diarrhoea. I’m exhausted and emotionally drained and beginning to wonder if I can do this another five times. I hate to sound like a wimp and I have always been a get on with it type of person but this is a whole different ball game.  I was expecting side effects but all mine seem to be extreme. I’m wondering if anyone else has experienced this and if they did what happened treatment wise etc and did the side effects improve any? I was told side effects would get worse with every treatment so now I’m worried about what’s still to come. Don’t want to alarm anyone waiting to start treatment as their journey will probably be different to mine
Thank
Kate xx
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/225601/first-chemo,Did side effects improve over time?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-09-22T10:23:28.270Z,2.8048801,2.433583,2.882102,"Treatment Side Effects  
"
womb,Question,,Just diagnosed,"
Diagnosed last Friday.
What was assumed to be ‘just’ a polyps, removed during a hysteroscopy, turned out to be cancerous.
CT, MRI this week, then results day, 3rd November.
Just started to feel period-like ache in my lower belly. Is this common?
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/227534/just-diagnosed,Is period-like ache in lower belly common after cervical cancer diagnosis?,7,"bleeding, lletz, heavy, normal, pain, coil, mirena, spotting, cancer, womb, lining",2021-10-25T04:31:46.213Z,5.002612,2.9545083,5.6543603,"Post-Treatment Bleeding  
"
womb,Question,Deborino,Chemo,"
I am not being a Debbie Downer* or being pessimistic but I'm just trying to be practical. I spoke to my consultant who did my hysterectomy last week about the hystology results and my upcoming appointment at the Christie hospital. She said that the sarcoma consultant might decide to monitor me or I may need chemo. I'm in desperate need of a haircut and colour but I'm wondering if I do have chemo will my hair fall out? I don't want to go through the hassle and expense if all starts to fall out a short time later. I know different chemo treatments have different side effects. Does sarcoma have a particular chemo. My kids use the term Debbie Downer* by the way. Deb
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/223865/chemo,Side effects of chemo for sarcoma?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-08-24T22:15:51.260Z,2.9577057,2.0648508,2.4151926,"Treatment Side Effects  
"
womb,Question,Deborino,Chemo,"
I am not being a Debbie Downer* or being pessimistic but I'm just trying to be practical. I spoke to my consultant who did my hysterectomy last week about the hystology results and my upcoming appointment at the Christie hospital. She said that the sarcoma consultant might decide to monitor me or I may need chemo. I'm in desperate need of a haircut and colour but I'm wondering if I do have chemo will my hair fall out? I don't want to go through the hassle and expense if all starts to fall out a short time later. I know different chemo treatments have different side effects. Does sarcoma have a particular chemo. My kids use the term Debbie Downer* by the way. Deb
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/223865/chemo,Hair loss with chemo for sarcoma?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-08-24T22:15:51.260Z,2.0643568,1.0382926,3.032362,"Treatment Side Effects  
"
womb,Question,Deborino,Chemo,"
I am not being a Debbie Downer* or being pessimistic but I'm just trying to be practical. I spoke to my consultant who did my hysterectomy last week about the hystology results and my upcoming appointment at the Christie hospital. She said that the sarcoma consultant might decide to monitor me or I may need chemo. I'm in desperate need of a haircut and colour but I'm wondering if I do have chemo will my hair fall out? I don't want to go through the hassle and expense if all starts to fall out a short time later. I know different chemo treatments have different side effects. Does sarcoma have a particular chemo. My kids use the term Debbie Downer* by the way. Deb
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/223865/chemo,Chemo treatment options for sarcoma?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-08-24T22:15:51.260Z,3.8939493,1.3034146,3.2077897,"Treatment Side Effects  
"
womb,Question,Rach_E,Anastrozole,"
Hi all

Just wondering if anyone has been on this medication and if so how did you get on with it?

Thanks
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/227101/anastrozole,Experience with the medication,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-10-17T16:39:30.770Z,2.8899407,1.5861275,3.9244547,"Treatment Side Effects  
"
womb,Question,,Hysteroscopy Referral,"
Hey everyone, I'm new here and so fed up and cross.
I saw a gynaecologist 8 days ago after previously seeing one and having an inconclusive biopsy.  She was unable to perform a biopsy at all so promised me she'd do a referral for a scan and hysteroscopy and that I wouldn't be waiting long.  My letter came today and my date is the 10th March 2022! 5 months!!
My mum had womb cancer which my GP and gynae know, I've lost 2 stone, have very over regular periods <21 days, am anaemic, hair loss, lethargy, pelvic pain, lower back pain and now severe joint pain. I know I'm not well but I need to know what I'm dealing with. I'm 45, a single mum (one of my daughters has additional needs) and I feel like I'm being fobbed off because I'm ""young"".
By the time my appointment comes round it will be a year since I started having tests (cervical cancer, ovarian cancer, blood tests, menopause tests, sti tests - all perfectly fine).
Should I push my GP/gynae to get me a date sooner or should I just sit in a & e and refuse to move until I have answers. I honestly can't go on much longer feeling how I do.
Thank you for reading, I didn't know where else to go!
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/227034/hysteroscopy-referral,How to get faster appointment for hysteroscopy and scan?,1,"hysteroscopy, colposcopy, results, biopsy, long, experience, smear, ga, did, does, test",2021-10-16T14:53:50.487Z,7.924491,2.7896984,6.3608365,"Gynecological Procedures  
"
womb,Question,,Hysteroscopy Referral,"
Hey everyone, I'm new here and so fed up and cross.
I saw a gynaecologist 8 days ago after previously seeing one and having an inconclusive biopsy.  She was unable to perform a biopsy at all so promised me she'd do a referral for a scan and hysteroscopy and that I wouldn't be waiting long.  My letter came today and my date is the 10th March 2022! 5 months!!
My mum had womb cancer which my GP and gynae know, I've lost 2 stone, have very over regular periods <21 days, am anaemic, hair loss, lethargy, pelvic pain, lower back pain and now severe joint pain. I know I'm not well but I need to know what I'm dealing with. I'm 45, a single mum (one of my daughters has additional needs) and I feel like I'm being fobbed off because I'm ""young"".
By the time my appointment comes round it will be a year since I started having tests (cervical cancer, ovarian cancer, blood tests, menopause tests, sti tests - all perfectly fine).
Should I push my GP/gynae to get me a date sooner or should I just sit in a & e and refuse to move until I have answers. I honestly can't go on much longer feeling how I do.
Thank you for reading, I didn't know where else to go!
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/227034/hysteroscopy-referral,Should I push GP/gynae for sooner date?,9,"appointment, expect, diagnosis, results, wait, consultant, ask, waiting, long, oncologist, questions",2021-10-16T14:53:50.487Z,6.827341,0.2840248,4.432618,"Diagnosis & Consultation  
"
womb,Question,,Hysteroscopy Referral,"
Hey everyone, I'm new here and so fed up and cross.
I saw a gynaecologist 8 days ago after previously seeing one and having an inconclusive biopsy.  She was unable to perform a biopsy at all so promised me she'd do a referral for a scan and hysteroscopy and that I wouldn't be waiting long.  My letter came today and my date is the 10th March 2022! 5 months!!
My mum had womb cancer which my GP and gynae know, I've lost 2 stone, have very over regular periods <21 days, am anaemic, hair loss, lethargy, pelvic pain, lower back pain and now severe joint pain. I know I'm not well but I need to know what I'm dealing with. I'm 45, a single mum (one of my daughters has additional needs) and I feel like I'm being fobbed off because I'm ""young"".
By the time my appointment comes round it will be a year since I started having tests (cervical cancer, ovarian cancer, blood tests, menopause tests, sti tests - all perfectly fine).
Should I push my GP/gynae to get me a date sooner or should I just sit in a & e and refuse to move until I have answers. I honestly can't go on much longer feeling how I do.
Thank you for reading, I didn't know where else to go!
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/227034/hysteroscopy-referral,What to do about feeling fobbed off due to age?,8,"treatment, advice, support, options, anxiety, coping, plan, cancer, life, diagnosis, fear",2021-10-16T14:53:50.487Z,4.6080604,-0.3460052,4.681374,"Treatment & Coping  
"
womb,Question,,Radiotherapy effects,"
I was diagnosed with stage 2 uterian cancer in March 2020. 
I had a radical hysterectomy and radiotherapy and brachiotherapy.
I recently had bowel surgery due to a blockage probably as a side effect of radiotherapy.
I am now coping with fatigue and changed bowel habits and wondered if anyone was experienced anything similar?
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226751/radiotherapy-effects,Experiences with fatigue after treatment?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-10-11T18:59:15.960Z,3.0968666,3.375917,3.475463,"Treatment Side Effects  
"
womb,Question,,Radiotherapy effects,"
I was diagnosed with stage 2 uterian cancer in March 2020. 
I had a radical hysterectomy and radiotherapy and brachiotherapy.
I recently had bowel surgery due to a blockage probably as a side effect of radiotherapy.
I am now coping with fatigue and changed bowel habits and wondered if anyone was experienced anything similar?
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226751/radiotherapy-effects,Changes in bowel habits after radiotherapy?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-10-11T18:59:15.960Z,3.9869804,3.150763,2.365451,"Treatment Side Effects  
"
womb,Question,,Vaginal Brachytherapy,"
Hi, I have stage 2 endometrial cancer had my uterus, ovaries, tubes and cervix removed 10 weeks ago and am due to start vaginal brachytherapy this week. Can anyone offer advice on what I can use for vaginal dryness. I have been given a dilator to use for shrinking. These side effects are really causing me lots of worry and anxiety any positive feedback on how effective the dilators are would be apreciated. Thanks 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/225570/vaginal-brachytherapy,Advice on vaginal dryness during brachytherapy,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-09-21T20:27:44.443Z,4.079601,3.4966033,1.5735154,"Treatment Side Effects  
"
womb,Question,,Vaginal Brachytherapy,"
Hi, I have stage 2 endometrial cancer had my uterus, ovaries, tubes and cervix removed 10 weeks ago and am due to start vaginal brachytherapy this week. Can anyone offer advice on what I can use for vaginal dryness. I have been given a dilator to use for shrinking. These side effects are really causing me lots of worry and anxiety any positive feedback on how effective the dilators are would be apreciated. Thanks 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/225570/vaginal-brachytherapy,Effectiveness of dilators for shrinking,7,"bleeding, lletz, heavy, normal, pain, coil, mirena, spotting, cancer, womb, lining",2021-09-21T20:27:44.443Z,6.2155213,3.7626488,5.888452,"Post-Treatment Bleeding  
"
womb,Question,,Hysteroscopy,"
Hysteroscopy was attempted today, without anaesthesia (my womb lining is 8mm and am BRCA1).
Far too painful, I'm afraid, so booked for a general, hopefully next week.
This is  at a London hospital, (Guys), and I travel by train......Will I be OK to do so afterwards, if I have someone accompanying me?
If not, we have a problem.
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226000/hysteroscopy,Travel by train after general anesthesia?,0,"surgery, hysterectomy, recovery, hospital, advice, experience, long, op, time, expect, stay",2021-09-29T03:05:36.607Z,5.622903,2.245762,2.274439,"Hysterectomy Recovery  
"
womb,Question,,Hysteroscopy,"
Hysteroscopy was attempted today, without anaesthesia (my womb lining is 8mm and am BRCA1).
Far too painful, I'm afraid, so booked for a general, hopefully next week.
This is  at a London hospital, (Guys), and I travel by train......Will I be OK to do so afterwards, if I have someone accompanying me?
If not, we have a problem.
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226000/hysteroscopy,Is it safe to travel by train after a hysteroscopy under general anesthesia?,1,"hysteroscopy, colposcopy, results, biopsy, long, experience, smear, ga, did, does, test",2021-09-29T03:05:36.607Z,7.806159,3.4701507,6.2261086,"Gynecological Procedures  
"
womb,Question,nightingale19,Longterm fatigue after hysterectomy,"
I had a total hysterectomy in November 2019 (stage 1a grade 3 clear cell) followed by 4 rounds of brachytherapy in January 2020.  I felt very tired afterwards with no drive and assumed it was the radiotherapy. When I next got to speak to my oncologist it was on the phone during the pandemic. He said my fatigue and loss of  drive were most likely due to lockdown and insufficient exercise and fresh air. And if I had any concerns to talk to my cancer nurses. I have to say that although my surgery was excellent, everybody on the nursing side including the cancer nurses have  always seemed rushed off their feet and been far too busy to talk to ""cured"" patients.  My GP is a waste of space.
To date I am happily in remission but my energy levels remain very low, and I have no drive which is not like me. I sleep badly.  There was a lot going on at home in the last year and I put fatigue and insomnia down to that. But things have eased  up lately and I am  slowly sleeping more  although I do not sleep easily. I still have no energy or drive. At all. So I began to wonder if it was hormone related and caused by  loss of my ovaries. Despite being in my 70s I had definite hot flushes after the operation. 
I saw a different oncologist for my latest checkup last month. When he examined me, he said my vagina entrance was very dry. He said normally he would recommend hormonal treatment for this but he could not in my case because this might contribute to womb cancer. I had been planning to ask him  about  taking bio identical hormones to supplement the loss of my ovaries. His comment ruled that out. 
Has anyone else had similar fatigue problems? Are there any natural remedies which might help my energy levels? 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226520/longterm-fatigue-after-hysterectomy,Fatigue problems after treatment?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-10-07T18:10:41.620Z,3.1251743,3.337807,3.4986296,"Treatment Side Effects  
"
womb,Question,nightingale19,Longterm fatigue after hysterectomy,"
I had a total hysterectomy in November 2019 (stage 1a grade 3 clear cell) followed by 4 rounds of brachytherapy in January 2020.  I felt very tired afterwards with no drive and assumed it was the radiotherapy. When I next got to speak to my oncologist it was on the phone during the pandemic. He said my fatigue and loss of  drive were most likely due to lockdown and insufficient exercise and fresh air. And if I had any concerns to talk to my cancer nurses. I have to say that although my surgery was excellent, everybody on the nursing side including the cancer nurses have  always seemed rushed off their feet and been far too busy to talk to ""cured"" patients.  My GP is a waste of space.
To date I am happily in remission but my energy levels remain very low, and I have no drive which is not like me. I sleep badly.  There was a lot going on at home in the last year and I put fatigue and insomnia down to that. But things have eased  up lately and I am  slowly sleeping more  although I do not sleep easily. I still have no energy or drive. At all. So I began to wonder if it was hormone related and caused by  loss of my ovaries. Despite being in my 70s I had definite hot flushes after the operation. 
I saw a different oncologist for my latest checkup last month. When he examined me, he said my vagina entrance was very dry. He said normally he would recommend hormonal treatment for this but he could not in my case because this might contribute to womb cancer. I had been planning to ask him  about  taking bio identical hormones to supplement the loss of my ovaries. His comment ruled that out. 
Has anyone else had similar fatigue problems? Are there any natural remedies which might help my energy levels? 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226520/longterm-fatigue-after-hysterectomy,Natural remedies for energy levels?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-10-07T18:10:41.620Z,3.3739202,3.4435692,3.4641845,"Treatment Side Effects  
"
womb,Question,Mychett,Serous endometrial cancer plus arthritis,"
Hi I was diagnosed last November with serous womb cancer stage 1 grade 3. I had a hysterectomy followed by chemotherapy and brachytherapy all went well and I bounced back quickly. My treatment finished end of may and 4 weeks later I was diagnosed with severe arthritis in my right hip. I suffer with bad pain but also pain in my right groin. I’m on Butec pain patches. I have a second oncology phone appointment next month. What I’m worried about is does anyone think it maybe to do with my cancer and not my arthritis I looked it up and you do get pain in the groin with arthritis. Maybe I’m being silly but it’s taking over my life I just can’t be happy xxxz
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226190/serous-endometrial-cancer-plus-arthritis,Could arthritis be a side effect of cancer treatment?,3,"chemo, effects, radiotherapy, brachytherapy, experience, chemotherapy, treatment, carboplatin, advice, experiences, paclitaxel",2021-10-01T21:50:35.530Z,3.1543565,2.2945366,2.3055916,"Treatment Side Effects  
"
womb,Question,Mychett,Serous endometrial cancer plus arthritis,"
Hi I was diagnosed last November with serous womb cancer stage 1 grade 3. I had a hysterectomy followed by chemotherapy and brachytherapy all went well and I bounced back quickly. My treatment finished end of may and 4 weeks later I was diagnosed with severe arthritis in my right hip. I suffer with bad pain but also pain in my right groin. I’m on Butec pain patches. I have a second oncology phone appointment next month. What I’m worried about is does anyone think it maybe to do with my cancer and not my arthritis I looked it up and you do get pain in the groin with arthritis. Maybe I’m being silly but it’s taking over my life I just can’t be happy xxxz
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226190/serous-endometrial-cancer-plus-arthritis,Worried about pain in right hip and groin,6,"hysterectomy, pain, surgery, normal, bowel, post, treatment, experience, advice, lower, experiences",2021-10-01T21:50:35.530Z,4.7319813,3.4903865,4.8534155,"Post-Hysterectomy Issues 
"
womb,Question,Mychett,Serous endometrial cancer plus arthritis,"
Hi I was diagnosed last November with serous womb cancer stage 1 grade 3. I had a hysterectomy followed by chemotherapy and brachytherapy all went well and I bounced back quickly. My treatment finished end of may and 4 weeks later I was diagnosed with severe arthritis in my right hip. I suffer with bad pain but also pain in my right groin. I’m on Butec pain patches. I have a second oncology phone appointment next month. What I’m worried about is does anyone think it maybe to do with my cancer and not my arthritis I looked it up and you do get pain in the groin with arthritis. Maybe I’m being silly but it’s taking over my life I just can’t be happy xxxz
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226190/serous-endometrial-cancer-plus-arthritis,Seeking reassurance and advice,8,"treatment, advice, support, options, anxiety, coping, plan, cancer, life, diagnosis, fear",2021-10-01T21:50:35.530Z,4.86017,-0.2957128,4.537619,"Treatment & Coping  
"
womb,Question,,Does anyone take vagifem oestrogen?,"
Hello, i had total hysterectomy 5 months ago, and was diagnosed with grade1 stage 1a adenocarcinoma. So thankfully, i believe, it was caught early. I have a question about hrt. Although 59, i believe menopause only began about a yr or 18 months ago according to my gp. Didnt really notice much at the time, but i sure do now. Ive had a number of UTIs lately, and my GP diagnosed vaginal atrophy and prescribed vagifem, a local oestrogen pessary to be used vaginally twice a week. However, when i went to the chemist with the prescription, she advised me against using it and said it could cause the cancer to return! So im terrified to touch it now! Im guessing if local oestrogen is a no-no ill have to rethink my plan of maybe going to see a menopause specialist about actually getting hrt patch as i suppose thats off the cards now as well. Has anyone used vagifem or indeed hrt patches? Thanks for any advice. 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/223701/does-anyone-take-vagifem-oestrogen,Advice on Vagifem (local estrogen pessary) use after cervical cancer diagnosis,5,"similar, cancer, experience, experiences, cervical, symptoms, treatment, menopause, stage, hrt, endometrial",2021-08-22T12:30:16.447Z,3.5284348,2.2801273,4.7486806,"Gynecological Cancer Journeys  
"
womb,Question,,Does anyone take vagifem oestrogen?,"
Hello, i had total hysterectomy 5 months ago, and was diagnosed with grade1 stage 1a adenocarcinoma. So thankfully, i believe, it was caught early. I have a question about hrt. Although 59, i believe menopause only began about a yr or 18 months ago according to my gp. Didnt really notice much at the time, but i sure do now. Ive had a number of UTIs lately, and my GP diagnosed vaginal atrophy and prescribed vagifem, a local oestrogen pessary to be used vaginally twice a week. However, when i went to the chemist with the prescription, she advised me against using it and said it could cause the cancer to return! So im terrified to touch it now! Im guessing if local oestrogen is a no-no ill have to rethink my plan of maybe going to see a menopause specialist about actually getting hrt patch as i suppose thats off the cards now as well. Has anyone used vagifem or indeed hrt patches? Thanks for any advice. 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/223701/does-anyone-take-vagifem-oestrogen,Alternatives to Vagifem for vaginal atrophy,5,"similar, cancer, experience, experiences, cervical, symptoms, treatment, menopause, stage, hrt, endometrial",2021-08-22T12:30:16.447Z,3.6572638,2.121933,4.46808,"Gynecological Cancer Journeys  
"
womb,Question,,Does anyone take vagifem oestrogen?,"
Hello, i had total hysterectomy 5 months ago, and was diagnosed with grade1 stage 1a adenocarcinoma. So thankfully, i believe, it was caught early. I have a question about hrt. Although 59, i believe menopause only began about a yr or 18 months ago according to my gp. Didnt really notice much at the time, but i sure do now. Ive had a number of UTIs lately, and my GP diagnosed vaginal atrophy and prescribed vagifem, a local oestrogen pessary to be used vaginally twice a week. However, when i went to the chemist with the prescription, she advised me against using it and said it could cause the cancer to return! So im terrified to touch it now! Im guessing if local oestrogen is a no-no ill have to rethink my plan of maybe going to see a menopause specialist about actually getting hrt patch as i suppose thats off the cards now as well. Has anyone used vagifem or indeed hrt patches? Thanks for any advice. 
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/223701/does-anyone-take-vagifem-oestrogen,Experience with HRT patches after cervical cancer,5,"similar, cancer, experience, experiences, cervical, symptoms, treatment, menopause, stage, hrt, endometrial",2021-08-22T12:30:16.447Z,3.3976078,2.3904881,4.9279904,"Gynecological Cancer Journeys  
"
womb,Question,,Rectal pain,"
Hi all,  
Just a general question if you don't mind 
Just wondering have any of you suffered rectal pain with uterus cancer at all?
",https://community.macmillan.org.uk/cancer_types/womb-cancer-forum/f/diagnosis-and-treatment/226118/rectal-pain,rectal pain with uterus cancer?,7,"bleeding, lletz, heavy, normal, pain, coil, mirena, spotting, cancer, womb, lining",2021-09-30T22:48:22.850Z,5.038136,3.020991,5.6162796,"Post-Treatment Bleeding  
"
